I,0.3900,0.2900,0.0900,0.2745,0.1350,0.0455,0.0780
I,0.3350,0.2500,0.0800,0.1830,0.0735,0.0400,0.0575
F,0.7100,0.5300,0.1950,1.8745,0.6755,0.4065,0.6855
I,0.2800,0.1200,0.0750,0.1170,0.0455,0.0290,0.0345
M,0.6350,0.4950,0.1700,1.3695,0.6570,0.3055,0.3650
F,0.5050,0.4250,0.1400,0.8500,0.2750,0.1625,0.2850
I,0.5400,0.4100,0.1350,0.7025,0.3100,0.1770,0.2000
I,0.4050,0.3100,0.1100,0.9100,0.4160,0.2075,0.0995
F,0.7000,0.5750,0.2000,1.7365,0.7755,0.3965,0.4610
M,0.5450,0.4200,0.1450,0.7780,0.3745,0.1545,0.2050
I,0.3200,0.2500,0.0800,0.1565,0.0570,0.0340,0.0600
F,0.5700,0.4500,0.1800,0.9080,0.4015,0.2170,0.2550
I,0.3350,0.2450,0.0900,0.1665,0.0595,0.0400,0.0600
M,0.3500,0.2600,0.0900,0.1980,0.0725,0.0560,0.0600
M,0.2900,0.2250,0.0800,0.1295,0.0535,0.0260,0.0450
F,0.5200,0.4250,0.1650,0.9885,0.3960,0.2250,0.3200
F,0.4400,0.3400,0.1000,0.4510,0.1880,0.0870,0.1300
M,0.7100,0.5700,0.1950,1.3480,0.8985,0.4435,0.4535
F,0.5050,0.4050,0.1600,0.6835,0.2710,0.1450,0.2150
I,0.2550,0.1900,0.0750,0.0865,0.0345,0.0205,0.0250
I,0.2800,0.2150,0.0800,0.1320,0.0720,0.0220,0.0330
F,0.5800,0.4600,0.1500,0.9955,0.4290,0.2120,0.2600
M,0.1750,0.1350,0.0400,0.0305,0.0110,0.0075,0.0100
M,0.5950,0.4850,0.1500,1.0835,0.5305,0.2310,0.2760
F,0.6000,0.5000,0.1600,1.1220,0.5095,0.2560,0.3090
I,0.4750,0.3600,0.1350,0.4355,0.1960,0.0925,0.1250
M,0.5000,0.4100,0.1500,0.6620,0.2815,0.1370,0.2200
M,0.6500,0.5200,0.1550,1.3680,0.6185,0.2880,0.3650
F,0.6250,0.4750,0.1750,1.1435,0.4755,0.2475,0.3490
F,0.6100,0.4500,0.1600,1.1360,0.4140,0.3110,0.3000
M,0.7800,0.6000,0.2100,2.5480,1.1945,0.5745,0.6745
I,0.2750,0.2200,0.0800,0.1365,0.0565,0.0285,0.0420
I,0.5800,0.4200,0.1600,0.7280,0.2725,0.1900,0.1900
F,0.3750,0.2900,0.1150,0.2705,0.0930,0.0660,0.0885
I,0.4250,0.3800,0.1050,0.3265,0.1285,0.0785,0.1000
I,0.5200,0.4000,0.1450,0.6600,0.2670,0.1055,0.2200
F,0.5700,0.4650,0.1600,0.8935,0.3145,0.2575,0.2630
F,0.6550,0.5150,0.2000,1.4940,0.7255,0.3090,0.4050
I,0.3900,0.2900,0.1000,0.2845,0.1255,0.0635,0.0810
F,0.6600,0.5650,0.1950,1.7605,0.6920,0.3265,0.5000
M,0.3350,0.2500,0.0900,0.1810,0.0755,0.0415,0.0600
M,0.5850,0.4650,0.1900,1.1710,0.3905,0.2355,0.4000
M,0.5100,0.4150,0.1450,0.7510,0.3295,0.1835,0.2030
M,0.6700,0.5250,0.2000,1.7405,0.6205,0.2970,0.6570
I,0.5100,0.3750,0.1000,0.5785,0.2380,0.1225,0.1750
F,0.5950,0.4750,0.1600,1.1405,0.5470,0.2310,0.2710
M,0.3800,0.2350,0.1000,0.2580,0.1055,0.0540,0.0800
I,0.4450,0.3350,0.1000,0.4895,0.2745,0.0860,0.1105
M,0.5850,0.4500,0.1750,1.1275,0.4925,0.2620,0.3350
M,0.3700,0.2800,0.1000,0.2520,0.1065,0.0595,0.0740
F,0.6250,0.4900,0.1450,0.9200,0.4370,0.1735,0.2800
F,0.6500,0.5250,0.1750,1.4225,0.6100,0.2995,0.4450
M,0.6600,0.5150,0.1650,1.4465,0.6940,0.2980,0.3755
F,0.6650,0.5300,0.1850,1.3955,0.4560,0.3205,0.4900
M,0.6400,0.4850,0.1600,1.0060,0.4560,0.2245,0.2835
M,0.3400,0.2550,0.0950,0.2130,0.0810,0.0340,0.0700
M,0.6650,0.5350,0.2250,2.1835,0.7535,0.3910,0.8850
F,0.6000,0.4700,0.2000,1.0310,0.3920,0.2035,0.2900
M,0.6250,0.4750,0.1750,1.3405,0.6560,0.2830,0.3370
F,0.6100,0.4950,0.1900,1.2130,0.4640,0.3060,0.3650
M,0.3400,0.2650,0.0850,0.1835,0.0770,0.0460,0.0650
F,0.5950,0.4700,0.1650,1.0155,0.4910,0.1905,0.2890
F,0.6200,0.4700,0.1400,1.0325,0.3605,0.2240,0.3600
M,0.4500,0.3500,0.1300,0.4600,0.1740,0.1110,0.1350
M,0.5950,0.4900,0.1850,1.1850,0.4820,0.2015,0.3610
F,0.3850,0.3150,0.1100,0.2860,0.1225,0.0635,0.0835
I,0.5250,0.4050,0.1500,0.7950,0.3075,0.2050,0.2550
M,0.5000,0.3850,0.1200,0.6335,0.2305,0.1250,0.2350
M,0.4450,0.3700,0.1250,0.5150,0.2495,0.0870,0.1590
M,0.5100,0.3800,0.1350,0.6810,0.3435,0.1420,0.1700
I,0.5300,0.4250,0.1300,0.7810,0.3905,0.2005,0.2150
M,0.6150,0.4550,0.1500,0.9335,0.3820,0.2470,0.2615
I,0.3400,0.2500,0.0750,0.1765,0.0785,0.0405,0.0500
M,0.4800,0.3750,0.1200,0.5895,0.2535,0.1280,0.1720
F,0.5300,0.4250,0.1300,0.7170,0.2115,0.1660,0.2550
M,0.6200,0.4600,0.1700,1.1270,0.5350,0.2635,0.2960
M,0.6150,0.5050,0.1900,1.4030,0.6715,0.2925,0.3650
I,0.4450,0.3100,0.0900,0.3360,0.1555,0.0900,0.0855
F,0.5450,0.4150,0.1500,0.7335,0.2795,0.1630,0.2185
M,0.6250,0.5000,0.1800,1.3705,0.6450,0.3030,0.3705
M,0.5950,0.4600,0.1400,0.8520,0.4215,0.2255,0.2270
F,0.6700,0.5450,0.1600,1.5415,0.5985,0.2565,0.4950
F,0.5800,0.4500,0.1850,0.9955,0.3945,0.2720,0.2850
F,0.4700,0.3650,0.1200,0.5820,0.2900,0.0920,0.1460
M,0.4900,0.3800,0.1100,0.5540,0.2935,0.1005,0.1500
I,0.4550,0.3350,0.1050,0.4055,0.1750,0.0920,0.1185
I,0.2200,0.1650,0.0550,0.0545,0.0215,0.0120,0.0200
M,0.6600,0.4850,0.1550,1.2275,0.6100,0.2740,0.3000
I,0.4600,0.3400,0.1000,0.3860,0.1805,0.0875,0.0965
I,0.5100,0.3950,0.1550,0.5395,0.2465,0.1085,0.1670
F,0.6750,0.5500,0.1750,1.6890,0.6940,0.3710,0.4740
M,0.4750,0.3700,0.1250,0.6550,0.2660,0.1725,0.1850
F,0.6950,0.5500,0.1550,1.8495,0.7670,0.4420,0.4175
M,0.5550,0.4250,0.1300,0.7665,0.2640,0.1680,0.2750
I,0.5650,0.4350,0.1550,0.7820,0.2715,0.1680,0.2850
F,0.5200,0.4050,0.1150,0.7760,0.3200,0.1845,0.2200
F,0.5950,0.5000,0.1800,1.0530,0.4405,0.1920,0.3900
I,0.4350,0.3350,0.1050,0.3535,0.1560,0.0500,0.1135
M,0.6000,0.4650,0.1800,1.1930,0.5145,0.3150,0.3055
M,0.5350,0.4200,0.1600,0.7465,0.3480,0.1515,0.2185
M,0.6700,0.5250,0.1800,1.4915,0.7280,0.3430,0.3810
I,0.3700,0.2800,0.0850,0.1980,0.0805,0.0455,0.0580
M,0.3250,0.2300,0.0900,0.1470,0.0600,0.0340,0.0450
I,0.4450,0.3450,0.1200,0.4035,0.1690,0.0825,0.1300
M,0.6450,0.5050,0.1850,1.4630,0.5920,0.3905,0.4160
F,0.7100,0.5650,0.1950,1.8170,0.7850,0.4920,0.4900
I,0.1850,0.1300,0.0450,0.0290,0.0120,0.0075,0.0095
F,0.4900,0.3750,0.1500,0.5755,0.2200,0.1440,0.1900
M,0.6200,0.4950,0.1750,1.8060,0.6430,0.3285,0.7250
M,0.6600,0.5350,0.2000,1.7910,0.7330,0.3180,0.5400
M,0.5300,0.4250,0.1100,0.7390,0.2370,0.1610,0.2950
M,0.6900,0.5050,0.2000,1.8720,0.8930,0.4015,0.4800
F,0.6900,0.5350,0.1850,1.8260,0.7970,0.4090,0.4990
I,0.4750,0.3500,0.1200,0.4905,0.2035,0.1300,0.1350
I,0.5000,0.3850,0.1500,0.6265,0.2605,0.1665,0.1600
F,0.4950,0.3850,0.1350,0.6625,0.3005,0.1635,0.1850
M,0.5750,0.4550,0.1450,1.1650,0.5810,0.2275,0.3000
M,0.6200,0.4750,0.1950,1.3585,0.5935,0.3365,0.3745
F,0.7000,0.5250,0.1900,1.6015,0.7070,0.3650,0.4300
F,0.6150,0.4800,0.1600,1.2525,0.5850,0.2595,0.3300
I,0.3350,0.2500,0.0750,0.1860,0.0945,0.0380,0.0445
M,0.6950,0.5150,0.1750,1.5165,0.5780,0.4105,0.3900
M,0.6500,0.5200,0.2100,1.6785,0.6665,0.3080,0.4600
M,0.6900,0.5400,0.1850,1.6195,0.5330,0.3530,0.5550
M,0.6200,0.4850,0.2050,1.2190,0.3875,0.2505,0.3850
I,0.5850,0.4500,0.1350,0.8550,0.3795,0.1870,0.2600
M,0.4100,0.3350,0.1150,0.4405,0.1900,0.0850,0.1350
M,0.6450,0.4950,0.1900,1.5390,0.6115,0.4080,0.4450
F,0.4400,0.3550,0.1150,0.4150,0.1585,0.0925,0.1310
M,0.4850,0.3850,0.1250,0.4775,0.2000,0.0785,0.1700
I,0.4300,0.3400,0.1200,0.3575,0.1510,0.0645,0.1045
M,0.6000,0.4500,0.1950,1.3400,0.6170,0.3255,0.3605
F,0.3250,0.2600,0.0900,0.1915,0.0850,0.0360,0.0620
I,0.2550,0.1950,0.0700,0.0735,0.0255,0.0200,0.0250
M,0.5050,0.4000,0.1300,0.7640,0.3035,0.1890,0.2175
F,0.5000,0.4000,0.1450,0.6300,0.2340,0.1465,0.2300
F,0.6400,0.5250,0.2150,1.7790,0.4535,0.2855,0.5500
M,0.4300,0.3350,0.1200,0.3970,0.1985,0.0865,0.1035
I,0.5550,0.4250,0.1300,0.6480,0.2835,0.1330,0.2105
F,0.5950,0.4650,0.1450,1.1070,0.4020,0.2415,0.3100
F,0.7250,0.5750,0.1750,2.1240,0.7650,0.4515,0.8500
I,0.3400,0.2600,0.0800,0.2000,0.0800,0.0555,0.0550
I,0.4400,0.3650,0.1150,0.5010,0.2435,0.0840,0.1465
F,0.6400,0.5000,0.1700,1.5175,0.6930,0.3260,0.4090
F,0.4400,0.3300,0.1150,0.4005,0.1430,0.1130,0.1200
F,0.5950,0.4600,0.1400,1.0045,0.4655,0.2095,0.2515
M,0.4900,0.3850,0.1250,0.6090,0.3065,0.0960,0.1775
M,0.6000,0.4750,0.2300,1.1570,0.5220,0.2235,0.3600
M,0.6000,0.4500,0.1600,1.1420,0.5390,0.2250,0.3070
I,0.3800,0.2750,0.0950,0.2505,0.0945,0.0655,0.0750
I,0.3850,0.3000,0.1250,0.3430,0.1705,0.0735,0.0810
M,0.4000,0.2900,0.1150,0.2795,0.1115,0.0575,0.0750
M,0.6950,0.5250,0.1750,1.7420,0.6960,0.3890,0.5050
M,0.6200,0.5250,0.1550,1.0850,0.4540,0.1965,0.3500
M,0.5800,0.4500,0.1200,0.8685,0.4180,0.1475,0.2605
M,0.6050,0.4750,0.1750,1.2010,0.5395,0.2750,0.3090
F,0.6000,0.4800,0.1500,1.0290,0.4085,0.2705,0.2950
I,0.5250,0.4000,0.1400,0.6955,0.2405,0.1600,0.2530
M,0.3750,0.3050,0.0900,0.3245,0.1395,0.0565,0.0950
I,0.4900,0.3850,0.1200,0.5910,0.2710,0.1125,0.1775
I,0.3600,0.2650,0.0900,0.2055,0.0960,0.0370,0.0585
F,0.6000,0.4750,0.1550,1.0590,0.4410,0.1900,0.3900
I,0.4500,0.3300,0.1100,0.3685,0.1600,0.0885,0.1020
F,0.4900,0.3850,0.1500,0.7865,0.2410,0.1400,0.2400
M,0.6350,0.5100,0.1700,1.3555,0.6190,0.3050,0.3900
M,0.6050,0.4700,0.1800,1.1405,0.3755,0.2805,0.3850
M,0.6250,0.5150,0.1650,1.2170,0.6670,0.2065,0.3115
F,0.5000,0.4050,0.1500,0.5965,0.2530,0.1260,0.1850
M,0.6000,0.4750,0.1550,1.1385,0.5020,0.2295,0.3100
I,0.5350,0.4100,0.1550,0.6315,0.2745,0.1415,0.1815
F,0.3700,0.2950,0.1000,0.2685,0.1165,0.0560,0.0835
M,0.2800,0.2100,0.0650,0.0905,0.0350,0.0200,0.0300
M,0.5700,0.4500,0.1450,0.9500,0.4005,0.2235,0.2845
M,0.5400,0.4100,0.1300,0.5600,0.2375,0.1065,0.1750
I,0.5150,0.3950,0.1250,0.5805,0.2365,0.1075,0.1900
M,0.4150,0.3000,0.1000,0.3355,0.1545,0.0685,0.0950
M,0.3900,0.2850,0.0950,0.2710,0.1100,0.0600,0.0800
I,0.3600,0.2650,0.0850,0.1895,0.0725,0.0515,0.0550
F,0.5050,0.4750,0.1600,1.1155,0.5090,0.2390,0.3065
I,0.5550,0.4550,0.1700,0.8435,0.3090,0.1905,0.3000
I,0.5550,0.4300,0.1500,0.7830,0.3450,0.1755,0.2470
I,0.5500,0.4000,0.1350,0.7170,0.3315,0.1495,0.2210
F,0.5050,0.4100,0.1500,0.6345,0.2430,0.1335,0.2150
I,0.4650,0.3600,0.1050,0.4980,0.2140,0.1160,0.1400
M,0.5050,0.3650,0.1150,0.5210,0.2500,0.0960,0.1500
I,0.4400,0.3400,0.1000,0.4070,0.2090,0.0735,0.1030
I,0.3200,0.2050,0.0800,0.1810,0.0880,0.0340,0.0495
F,0.6700,0.5850,0.1600,1.3090,0.5445,0.2945,0.4130
I,0.5800,0.4450,0.1700,1.1780,0.3935,0.2165,0.3150
F,0.5200,0.4050,0.1200,0.6270,0.2645,0.1415,0.1810
I,0.3800,0.2850,0.0900,0.2305,0.1005,0.0390,0.0775
I,0.3350,0.2500,0.0800,0.1670,0.0675,0.0325,0.0575
I,0.4400,0.3050,0.1150,0.3790,0.1620,0.0910,0.1100
M,0.6600,0.4950,0.1950,1.6275,0.5940,0.3595,0.4850
F,0.5100,0.3900,0.1350,0.6335,0.2310,0.1790,0.2000
M,0.6500,0.5250,0.1850,1.3455,0.5860,0.2780,0.3865
M,0.4700,0.3850,0.1350,0.5895,0.2765,0.1200,0.1700
M,0.5900,0.4700,0.1600,1.2060,0.4790,0.2425,0.3090
I,0.5600,0.4350,0.1300,0.7770,0.3540,0.1730,0.2220
F,0.5800,0.4400,0.1750,1.0730,0.4005,0.2345,0.3350
I,0.5400,0.4150,0.1350,0.7090,0.3195,0.1740,0.1850
M,0.3650,0.2950,0.0800,0.2555,0.0970,0.0430,0.1000
I,0.4850,0.3900,0.1250,0.5910,0.2870,0.1410,0.1200
M,0.6350,0.4800,0.2350,1.0640,0.4130,0.2280,0.3600
I,0.5000,0.3800,0.1350,0.5285,0.2260,0.1230,0.2090
M,0.3850,0.3000,0.1150,0.3435,0.1645,0.0850,0.1025
M,0.5350,0.4400,0.1650,0.8750,0.2790,0.1800,0.3000
F,0.6400,0.5000,0.1700,1.2645,0.5650,0.3375,0.3150
I,0.3000,0.2150,0.0500,0.1185,0.0480,0.0225,0.0420
M,0.6300,0.4850,0.1800,1.2435,0.5175,0.3080,0.3700
I,0.4450,0.3600,0.1100,0.4235,0.1820,0.0765,0.1400
M,0.6300,0.5050,0.1650,1.2600,0.4525,0.2755,0.4060
M,0.4950,0.4000,0.1550,0.8085,0.2345,0.1155,0.3500
M,0.6950,0.5600,0.1900,1.4940,0.5880,0.3425,0.4850
M,0.4700,0.3700,0.1800,0.5100,0.1915,0.1285,0.1625
I,0.4750,0.3600,0.1100,0.4555,0.1770,0.0965,0.1450
I,0.4550,0.3750,0.1200,0.4970,0.2355,0.1055,0.1295
F,0.6800,0.5050,0.1700,1.3435,0.6570,0.2970,0.3550
I,0.4050,0.3100,0.0650,0.3205,0.1575,0.0660,0.0880
F,0.6000,0.4750,0.1500,1.0075,0.4425,0.2210,0.2800
M,0.1650,0.1250,0.0400,0.0245,0.0095,0.0045,0.0080
M,0.7100,0.5650,0.2050,2.1980,1.0120,0.5225,0.5475
M,0.3450,0.2650,0.0900,0.1630,0.0615,0.0370,0.0485
M,0.6050,0.4750,0.1900,1.1255,0.5900,0.2470,0.2600
F,0.4750,0.3650,0.1300,0.4805,0.1905,0.1140,0.1475
I,0.3250,0.2500,0.0550,0.1660,0.0760,0.0510,0.0450
M,0.4000,0.3100,0.1100,0.3140,0.1380,0.0570,0.1000
F,0.5500,0.4400,0.1550,0.9460,0.3130,0.1825,0.3350
F,0.5500,0.4300,0.1400,0.7135,0.2565,0.1860,0.2250
F,0.5500,0.4500,0.1450,0.7410,0.2950,0.1435,0.2665
F,0.5500,0.4400,0.1500,0.8945,0.3145,0.1510,0.3200
F,0.6000,0.4700,0.1700,1.0805,0.4995,0.2245,0.3205
F,0.6100,0.4800,0.1900,1.2955,0.5215,0.3225,0.3650
M,0.6450,0.5200,0.1750,1.6360,0.7790,0.3420,0.4320
F,0.4750,0.4000,0.1150,0.5410,0.1860,0.1025,0.2100
M,0.4550,0.3500,0.1100,0.4580,0.2000,0.1110,0.1305
I,0.4450,0.3300,0.1000,0.4370,0.1630,0.0755,0.1700
I,0.5800,0.4600,0.1400,0.9265,0.4135,0.1845,0.2700
I,0.4350,0.3300,0.0950,0.3930,0.2190,0.0750,0.0885
F,0.6750,0.5700,0.2250,1.5870,0.7390,0.2995,0.4350
F,0.5150,0.4250,0.1400,0.7660,0.3040,0.1725,0.2550
M,0.7600,0.5750,0.1900,1.8290,0.7035,0.3860,0.5600
I,0.4500,0.3550,0.1100,0.4585,0.1940,0.0670,0.1400
I,0.5200,0.4050,0.1400,0.5775,0.2000,0.1450,0.1790
F,0.4250,0.3250,0.1350,0.3820,0.1465,0.0790,0.1400
F,0.6600,0.4750,0.1800,1.3695,0.6410,0.2940,0.3350
I,0.3250,0.2450,0.0700,0.1610,0.0755,0.0255,0.0450
M,0.5000,0.3750,0.1450,0.6215,0.2740,0.1660,0.1485
M,0.5800,0.4500,0.1750,1.0680,0.4250,0.2030,0.3200
I,0.5600,0.4400,0.1650,0.8000,0.3350,0.1735,0.2500
M,0.4900,0.3900,0.1400,0.7070,0.2795,0.2185,0.1800
M,0.3750,0.2850,0.0950,0.2530,0.0960,0.0575,0.0925
I,0.2750,0.2000,0.0650,0.0920,0.0385,0.0235,0.0270
I,0.4200,0.3000,0.1050,0.3160,0.1255,0.0700,0.1035
F,0.6250,0.4750,0.1600,1.3335,0.6050,0.2875,0.3190
I,0.3550,0.2550,0.0800,0.1870,0.0780,0.0505,0.0580
M,0.5600,0.4500,0.1550,0.9125,0.3595,0.2710,0.3500
I,0.2800,0.2050,0.0700,0.1015,0.0410,0.0300,0.0300
I,0.3700,0.2900,0.0800,0.2545,0.1080,0.0565,0.0700
I,0.4000,0.3100,0.1150,0.3140,0.1545,0.0595,0.0870
F,0.4350,0.3500,0.1050,0.4195,0.1940,0.1005,0.1300
M,0.4800,0.3950,0.1500,0.6815,0.2145,0.1405,0.2495
I,0.2700,0.2050,0.0750,0.1180,0.0590,0.0310,0.0305
M,0.6100,0.5000,0.2400,1.6420,0.5320,0.3345,0.6900
M,0.5900,0.5000,0.1650,1.1045,0.4565,0.2425,0.3400
I,0.5400,0.4150,0.1550,0.7020,0.3220,0.1670,0.1900
M,0.4800,0.3650,0.1300,0.5305,0.2405,0.1270,0.1390
I,0.3400,0.2650,0.0800,0.2015,0.0900,0.0475,0.0550
F,0.6400,0.5050,0.1900,1.2765,0.4835,0.3280,0.4000
M,0.3200,0.2400,0.0800,0.1800,0.0800,0.0385,0.0550
I,0.4500,0.3500,0.1200,0.4680,0.2005,0.1065,0.1325
I,0.3600,0.2750,0.0950,0.2170,0.0840,0.0435,0.0900
M,0.6950,0.5500,0.2200,1.5515,0.5660,0.3835,0.4450
F,0.4350,0.3500,0.1100,0.3840,0.1430,0.1005,0.1250
I,0.4850,0.3700,0.1400,0.5065,0.2425,0.0880,0.1465
M,0.6150,0.5050,0.1650,1.3400,0.5315,0.2815,0.4100
M,0.5900,0.4550,0.1450,1.0730,0.4750,0.1900,0.2850
I,0.3750,0.2850,0.0900,0.2545,0.1190,0.0595,0.0675
F,0.5650,0.4500,0.1650,0.9765,0.3220,0.2440,0.3700
M,0.5650,0.4350,0.1850,0.9815,0.3290,0.1360,0.3900
I,0.5150,0.4000,0.1250,0.5925,0.2650,0.1175,0.1680
M,0.3700,0.2800,0.1050,0.2240,0.0815,0.0575,0.0750
I,0.2700,0.1950,0.0650,0.1065,0.0475,0.0225,0.0285
M,0.5000,0.3800,0.1550,0.6600,0.2655,0.1365,0.2150
I,0.3750,0.2800,0.0800,0.2235,0.1150,0.0430,0.0550
I,0.4750,0.3650,0.1050,0.4175,0.1645,0.0990,0.1270
I,0.3450,0.2650,0.1000,0.2455,0.1110,0.0535,0.0650
F,0.5000,0.4000,0.1250,0.5765,0.2395,0.1260,0.1850
F,0.5750,0.4450,0.1400,0.9410,0.3845,0.2520,0.2850
M,0.5350,0.4200,0.1450,0.7910,0.3300,0.1890,0.2500
I,0.5200,0.4000,0.1100,0.5970,0.2935,0.1155,0.1600
I,0.4450,0.3550,0.0950,0.3615,0.1415,0.0785,0.1200
F,0.6400,0.4850,0.1450,1.1335,0.5525,0.2505,0.3015
M,0.4800,0.3750,0.1450,0.7770,0.2160,0.1300,0.1700
I,0.3200,0.2400,0.0750,0.1735,0.0760,0.0355,0.0500
M,0.5700,0.4400,0.1550,1.1160,0.4775,0.2315,0.2700
M,0.6300,0.4800,0.1450,1.0115,0.4235,0.2370,0.3050
M,0.5150,0.3850,0.1300,0.6230,0.2855,0.1285,0.1750
F,0.6300,0.4950,0.1650,1.3075,0.5990,0.2840,0.3150
M,0.4500,0.3500,0.1300,0.4655,0.2075,0.1045,0.1350
I,0.3750,0.2800,0.0850,0.2145,0.0855,0.0485,0.0720
I,0.3000,0.2300,0.0750,0.1500,0.0605,0.0420,0.0450
M,0.5100,0.4050,0.1500,0.7035,0.3470,0.1340,0.1885
M,0.6450,0.4950,0.1850,1.4935,0.5265,0.2785,0.4550
F,0.4650,0.3500,0.1350,0.6265,0.2590,0.1445,0.1750
M,0.4950,0.3750,0.1550,0.9760,0.4500,0.2285,0.2475
I,0.4200,0.3100,0.1000,0.2865,0.1150,0.0735,0.0850
M,0.6750,0.5150,0.1450,1.2650,0.6025,0.2990,0.3250
F,0.5300,0.4250,0.1700,0.9490,0.3485,0.2395,0.2780
F,0.5950,0.4700,0.1550,1.1210,0.4515,0.1780,0.1550
F,0.5300,0.4300,0.1700,0.7750,0.3500,0.1520,0.2350
M,0.5700,0.4400,0.0950,0.8270,0.3395,0.2215,0.2350
F,0.5250,0.3800,0.1400,0.6065,0.1940,0.1475,0.2100
I,0.5850,0.4700,0.1700,0.9850,0.3695,0.2395,0.3150
F,0.6000,0.4600,0.1500,1.2350,0.6025,0.2740,0.2900
I,0.5200,0.4100,0.1200,0.5950,0.2385,0.1110,0.1900
M,0.5800,0.4600,0.1600,1.0630,0.5130,0.2705,0.2625
I,0.3750,0.2800,0.0800,0.2345,0.1125,0.0455,0.0670
F,0.4650,0.3750,0.1350,0.6000,0.2225,0.1290,0.2300
F,0.6600,0.5250,0.1900,1.6700,0.6525,0.4875,0.4900
I,0.2650,0.2100,0.0600,0.0965,0.0425,0.0220,0.0300
M,0.6300,0.4900,0.1600,1.0900,0.4070,0.2240,0.3540
I,0.4200,0.3250,0.1150,0.3540,0.1625,0.0640,0.1050
F,0.6050,0.4950,0.1700,1.0915,0.4365,0.2715,0.3350
M,0.5550,0.4300,0.1650,0.7575,0.2735,0.1635,0.2750
I,0.5400,0.4200,0.1400,0.7400,0.3595,0.1590,0.1985
F,0.6150,0.4600,0.1500,1.0265,0.4935,0.2010,0.2745
I,0.5050,0.4000,0.1250,0.5605,0.2255,0.1435,0.1700
M,0.6150,0.4750,0.2050,1.3370,0.5995,0.2815,0.3700
